Customer ID;Gender;Age; Income (USD/Month) 
6458;Male;20; $14.682,00 
6017;Male;35; $22.130,00 
7615;Male;24; $17.363,00 
6236;Male;61; $12.821,00 
7432;Male;36; $31.294,00 
7199;Male;31; $20.802,00 
7388;Male;37; $10.894,00 
8745;Male;26; $13.927,00 
6437;Male;32; $19.793,00 
7928;Male;36; $14.286,00 
6465;Male;46; $3.249,00 
6249;Male;31; $12.237,00 
7836;Male;64; $8.890,00 
7539;Male;40; $24.169,00 
7940;Male;57; $13.452,00 
8600;Male;28; $7.168,00 
8846;Male;33; $10.251,00 
8751;Male;34; $17.745,00 
8586;Male;37; $3.513,00 
7927;Male;62; $14.300,00 
11224;Male;18; $2.913,00 
9584;Male;31; $22.812,00 
11646;Male;32; $17.133,00 
55370;Male;27; $12.845,00 
54452;Male;25; $23.628,00 
2416;Male;28; $21.399,00 
2060;Male;18; $8.149,00 
1451;Male;35; $23.989,00 
1609;Male;30; $23.036,00 
2927;Male;33; $14.520,00 
2626;Male;18; $30.401,00 
502;Male;28; $15.285,00 
2571;Male;33; $4.620,00 
769;Male;63; $29.758,00 
373;Male;27; $5.070,00 
533;Male;52; $15.974,00 
1217;Male;51; $3.122,00 
2039;Male;32; $19.358,00 
590;Male;62; $18.608,00 
2828;Male;28; $15.198,00 
98;Male;35; $12.557,00 
591;Male;39; $19.842,00 
2146;Male;31; $16.697,00 
16700;Male;32; $3.161,00 
15732;Male;38; $15.171,00 
15400;Male;48; $2.363,00 
16786;Male;55; $20.325,00 
17470;Male;30; $22.310,00 
15487;Male;64; $4.615,00 
22557;Male;38; $8.808,00 
22469;Male;37; $4.378,00 
50246;Male;28; $3.616,00 
48443;Male;64; $3.605,00 
47364;Male;35; $11.059,00 
46934;Male;46; $18.329,00 
45834;Male;23; $19.821,00 
20330;Male;53; $28.591,00 
20687;Male;39; $8.926,00 
20206;Male;18; $24.295,00 
19851;Male;25; $9.085,00 
18893;Male;39; $7.144,00 
18179;Male;40; $9.175,00 
18556;Male;24; $29.066,00 
20552;Male;19; $19.174,00 
19699;Male;38; $15.794,00 
19462;Male;60; $18.407,00 
19038;Male;39; $11.046,00 
18849;Male;20; $6.780,00 
18418;Male;39; $13.112,00 
20760;Male;36; $24.307,00 
20474;Male;21; $11.296,00 
18656;Male;33; $15.077,00 
18865;Male;35; $32.151,00 
18817;Male;40; $5.038,00 
19185;Male;19; $30.500,00 
18488;Male;37; $22.441,00 
19961;Male;29; $24.779,00 
18498;Male;19; $17.313,00 
20869;Male;58; $8.692,00 
18241;Male;39; $28.198,00 
18314;Male;35; $14.404,00 
20752;Male;63; $18.683,00 
20745;Male;32; $3.420,00 
20848;Male;30; $17.251,00 
18363;Male;32; $8.031,00 
18088;Male;31; $11.701,00 
18798;Male;35; $5.678,00 
18490;Male;24; $10.573,00 
18838;Male;41; $3.297,00 
43177;Male;52; $3.266,00 
44348;Male;22; $29.304,00 
44599;Male;35; $5.157,00 
44264;Male;41; $13.981,00 
43369;Male;31; $18.561,00 
44174;Male;28; $2.065,00 
42366;Male;37; $17.057,00 
42276;Male;45; $11.564,00 
42899;Male;20; $21.394,00 
42066;Male;49; $15.619,00 
42141;Male;35; $23.215,00 
43099;Male;46; $21.994,00 
44175;Male;39; $12.593,00 
42641;Male;21; $16.987,00 
42039;Male;62; $21.380,00 
44863;Male;19; $16.126,00 
43536;Male;28; $23.695,00 
42739;Male;25; $20.971,00 
42970;Male;49; $16.980,00 
43729;Male;37; $14.015,00 
42330;Male;50; $34.001,00 
44656;Male;20; $9.352,00 
44379;Male;30; $21.510,00 
43571;Male;49; $7.162,00 
42242;Male;40; $11.404,00 
42332;Male;54; $18.194,00 
42538;Male;33; $18.908,00 
44107;Male;50; $34.959,00 
44274;Male;25; $5.584,00 
42548;Male;20; $3.188,00 
42682;Male;43; $16.542,00 
43988;Male;18; $5.299,00 
43499;Male;52; $17.294,00 
43630;Male;39; $8.958,00 
42493;Male;38; $2.039,00 
43000;Male;39; $22.864,00 
44526;Male;24; $23.908,00 
43508;Male;33; $3.549,00 
42918;Male;50; $19.251,00 
42996;Male;22; $14.558,00 
44874;Male;30; $3.123,00 
43516;Male;34; $9.629,00 
42748;Male;23; $3.472,00 
44711;Male;32; $11.254,00 
44224;Male;55; $28.449,00 
42056;Male;33; $7.016,00 
43602;Male;56; $15.321,00 
44100;Male;35; $10.914,00 
42535;Male;23; $22.264,00 
43521;Male;64; $14.366,00 
44511;Male;52; $7.443,00 
44585;Male;32; $23.849,00 
42567;Male;36; $14.250,00 
43331;Male;49; $6.829,00 
42954;Male;19; $24.014,00 
44752;Male;19; $23.540,00 
42654;Male;33; $27.842,00 
42890;Male;30; $13.093,00 
43579;Male;28; $19.686,00 
44301;Male;31; $7.105,00 
43169;Male;40; $30.769,00 
44905;Male;64; $3.560,00 
42461;Male;58; $17.760,00 
42784;Male;31; $6.505,00 
44422;Male;50; $16.221,00 
44193;Male;48; $8.476,00 
43451;Male;26; $13.571,00 
42740;Male;23; $22.997,00 
42110;Male;21; $15.310,00 
44277;Male;29; $8.831,00 
44667;Male;35; $4.662,00 
42960;Male;55; $23.493,00 
43706;Male;24; $20.052,00 
43708;Male;25; $10.396,00 
42499;Male;25; $8.663,00 
44186;Male;39; $10.211,00 
43614;Male;23; $15.421,00 
43126;Male;23; $16.630,00 
42979;Male;55; $20.490,00 
44745;Male;60; $23.256,00 
44054;Male;36; $3.487,00 
42808;Male;22; $2.585,00 
42796;Male;57; $9.120,00 
42793;Male;37; $2.964,00 
44966;Male;27; $11.725,00 
43623;Male;38; $19.645,00 
44343;Male;32; $13.167,00 
42136;Male;43; $15.685,00 
44693;Male;36; $16.856,00 
42842;Male;42; $21.006,00 
43715;Male;20; $8.302,00 
42074;Male;36; $16.922,00 
44652;Male;42; $5.229,00 
42296;Male;26; $7.585,00 
42195;Male;39; $22.565,00 
44048;Male;36; $23.220,00 
44062;Male;26; $22.558,00 
42656;Male;19; $24.603,00 
42578;Male;43; $21.082,00 
42217;Male;24; $8.654,00 
42537;Male;27; $8.282,00 
44016;Male;25; $14.344,00 
44210;Male;65; $23.830,00 
42252;Male;60; $13.539,00 
43737;Male;19; $21.714,00 
43265;Male;20; $30.591,00 
43151;Male;36; $15.163,00 
44261;Male;52; $16.113,00 
44818;Male;37; $31.656,00 
43699;Male;40; $21.090,00 
42259;Male;29; $25.915,00 
44253;Male;41; $5.444,00 
42372;Male;19; $16.586,00 
42857;Male;32; $8.079,00 
43990;Male;33; $9.352,00 
44240;Male;30; $18.723,00 
43445;Male;23; $23.765,00 
42742;Male;36; $4.190,00 
43815;Male;39; $6.685,00 
44594;Male;21; $33.049,00 
44316;Male;25; $28.623,00 
42571;Male;60; $19.294,00 
43020;Male;59; $15.032,00 
42803;Male;37; $27.013,00 
43541;Male;63; $10.406,00 
43203;Male;40; $6.717,00 
44091;Male;64; $22.292,00 
44089;Male;37; $19.927,00 
42615;Male;47; $19.145,00 
43344;Male;31; $16.201,00 
44430;Male;54; $8.114,00 
43939;Male;44; $16.990,00 
43584;Male;31; $24.527,00 
44907;Male;25; $16.130,00 
44336;Male;22; $3.326,00 
43326;Male;34; $2.367,00 
44297;Male;40; $14.753,00 
36512;Male;27; $8.266,00 
36850;Male;64; $21.151,00 
37896;Male;39; $7.143,00 
37800;Male;61; $2.687,00 
37113;Male;51; $15.251,00 
38915;Male;52; $14.358,00 
36691;Male;28; $6.491,00 
38274;Male;24; $14.519,00 
38641;Male;24; $13.801,00 
37641;Male;21; $5.105,00 
38247;Male;25; $12.196,00 
38256;Male;22; $25.930,00 
37005;Male;40; $23.282,00 
38635;Male;31; $24.682,00 
38494;Male;33; $33.892,00 
14850;Male;39; $14.563,00 
13157;Male;38; $7.082,00 
13717;Male;34; $22.568,00 
13231;Male;61; $22.435,00 
13258;Male;36; $13.202,00 
13499;Male;38; $23.529,00 
13166;Male;19; $21.371,00 
14340;Male;42; $5.484,00 
12335;Male;24; $4.742,00 
12072;Male;35; $18.743,00 
13090;Male;40; $17.601,00 
14260;Male;54; $29.579,00 
39975;Male;40; $7.931,00 
39941;Male;34; $19.034,00 
51779;Male;28; $7.138,00 
52586;Male;35; $10.935,00 
53334;Male;26; $20.875,00 
51011;Male;53; $24.173,00 
52067;Male;58; $26.619,00 
51693;Male;40; $11.533,00 
51246;Male;61; $2.035,00 
52733;Male;36; $24.748,00 
53094;Male;24; $5.686,00 
52284;Male;23; $12.062,00 
52185;Male;44; $4.154,00 
51082;Male;40; $3.357,00 
27602;Male;23; $8.542,00 
27594;Male;28; $3.901,00 
27884;Male;32; $13.505,00 
28533;Male;39; $28.386,00 
29039;Male;35; $17.761,00 
28102;Male;39; $14.181,00 
29494;Male;28; $5.644,00 
27891;Male;24; $14.593,00 
29651;Male;23; $2.175,00 
27440;Male;24; $20.462,00 
29599;Male;27; $12.948,00 
27228;Male;24; $15.170,00 
27705;Male;61; $5.002,00 
29009;Male;28; $15.771,00 
29558;Male;27; $9.555,00 
27092;Male;32; $9.572,00 
29443;Male;46; $2.641,00 
28932;Male;40; $21.303,00 
29559;Male;20; $2.571,00 
27749;Male;19; $13.576,00 
29675;Male;27; $22.560,00 
29159;Male;35; $23.267,00 
28115;Male;62; $12.759,00 
28137;Male;36; $10.164,00 
33771;Male;31; $23.347,00 
35061;Male;60; $23.386,00 
33730;Male;18; $18.347,00 
33676;Male;27; $11.312,00 
34040;Male;60; $28.973,00 
57195;Male;36; $24.487,00 
59288;Male;56; $11.798,00 
57824;Male;54; $16.714,00 
59580;Male;19; $8.104,00 
57825;Male;33; $12.736,00 
59807;Male;39; $7.465,00 
57102;Male;32; $17.384,00 
59062;Male;23; $18.679,00 
57874;Male;29; $23.489,00 
59419;Male;18; $12.819,00 
57990;Male;57; $8.992,00 
59588;Male;20; $5.136,00 
58056;Male;59; $15.680,00 
59272;Male;38; $34.968,00 
57854;Male;65; $5.477,00 
58656;Male;51; $20.735,00 
57474;Male;34; $16.558,00 
58500;Male;22; $11.869,00 
58838;Male;27; $14.257,00 
59310;Male;38; $15.387,00 
58665;Male;22; $6.332,00 
59961;Male;61; $12.377,00 
58742;Male;24; $4.884,00 
59793;Male;28; $4.666,00 
59825;Male;47; $7.434,00 
57691;Male;20; $17.247,00 
57758;Male;52; $12.831,00 
58476;Male;59; $19.346,00 
57180;Male;21; $16.256,00 
57153;Male;25; $18.975,00 
59838;Male;32; $30.467,00 
59301;Male;58; $29.692,00 
57911;Male;34; $24.656,00 
58805;Male;33; $3.550,00 
58773;Male;30; $30.859,00 
59006;Male;19; $16.321,00 
59255;Male;31; $16.847,00 
57060;Male;63; $22.741,00 
57947;Male;21; $12.866,00 
58434;Male;29; $29.874,00 
58945;Male;31; $5.853,00 
57622;Male;28; $25.756,00 
57234;Male;35; $33.282,00 
58480;Male;25; $22.925,00 
58898;Male;46; $11.881,00 
59824;Male;18; $7.809,00 
58951;Male;24; $2.698,00 
57222;Male;38; $17.669,00 
59896;Male;36; $19.514,00 
58888;Male;34; $14.889,00 
57661;Male;30; $13.403,00 
59144;Male;46; $13.079,00 
59367;Male;19; $21.656,00 
57812;Male;24; $24.415,00 
4269;Male;61; $19.370,00 
3059;Male;39; $12.233,00 
5679;Male;41; $3.023,00 
3617;Male;34; $18.886,00 
5402;Male;32; $17.109,00 
4118;Male;32; $14.390,00 
3066;Male;35; $16.730,00 
4408;Male;20; $24.508,00 
3836;Male;25; $24.757,00 
3243;Male;24; $11.661,00 
4678;Male;41; $33.706,00 
5882;Male;45; $16.380,00 
5359;Male;40; $13.359,00 
3167;Male;20; $34.838,00 
3408;Male;35; $13.421,00 
5249;Male;37; $22.551,00 
5092;Male;51; $23.767,00 
4581;Male;34; $22.611,00 
5438;Male;32; $6.295,00 
4820;Male;29; $8.613,00 
5822;Male;41; $3.032,00 
3110;Male;19; $8.485,00 
4192;Male;30; $19.809,00 
5970;Male;21; $9.380,00 
5993;Male;50; $14.405,00 
3363;Male;31; $23.320,00 
4439;Male;18; $28.001,00 
5077;Male;36; $4.443,00 
3750;Male;30; $18.854,00 
5031;Male;55; $12.981,00 
5161;Male;23; $10.012,00 
5773;Male;33; $26.038,00 
5816;Male;19; $14.849,00 
3295;Male;53; $22.999,00 
3664;Male;30; $8.900,00 
4615;Male;31; $2.042,00 
4772;Male;35; $12.641,00 
4802;Male;33; $27.306,00 
3020;Male;49; $6.602,00 
5067;Male;34; $4.604,00 
3778;Male;31; $12.755,00 
4924;Male;47; $4.895,00 
4710;Male;40; $3.893,00 
3597;Male;37; $8.526,00 
3718;Male;19; $11.702,00 
5322;Male;32; $16.284,00 
5806;Male;34; $21.493,00 
5803;Male;54; $4.964,00 
4413;Male;43; $11.459,00 
5704;Male;32; $23.540,00 
4429;Male;20; $23.387,00 
5633;Male;49; $23.206,00 
4712;Male;35; $3.718,00 
3496;Male;32; $14.773,00 
3080;Male;39; $6.142,00 
4856;Male;35; $15.138,00 
4551;Male;19; $6.316,00 
3820;Male;39; $18.836,00 
5285;Male;42; $12.023,00 
5728;Male;19; $2.827,00 
5682;Male;48; $23.694,00 
3487;Male;29; $18.874,00 
3377;Male;58; $12.588,00 
4671;Male;26; $7.570,00 
5203;Male;26; $9.153,00 
5268;Male;25; $2.062,00 
3552;Male;34; $24.381,00 
5523;Male;35; $9.888,00 
5329;Male;24; $16.316,00 
4866;Male;18; $28.443,00 
5957;Male;28; $3.478,00 
4448;Male;19; $19.744,00 
4740;Male;57; $18.703,00 
3322;Male;29; $8.254,00 
4425;Male;22; $5.057,00 
5602;Male;23; $10.403,00 
3194;Male;25; $30.691,00 
5354;Male;35; $23.957,00 
4489;Male;21; $32.132,00 
3420;Male;40; $13.824,00 
4381;Male;26; $24.643,00 
5919;Male;30; $13.174,00 
4447;Male;65; $16.440,00 
5922;Male;28; $11.215,00 
3144;Male;34; $22.671,00 
5794;Male;61; $23.354,00 
4315;Male;30; $12.947,00 
4873;Male;62; $15.253,00 
5581;Male;19; $17.245,00 
3703;Male;35; $23.352,00 
4939;Male;58; $15.177,00 
4021;Male;35; $30.186,00 
4837;Male;28; $4.655,00 
5650;Male;45; $6.965,00 
4243;Male;37; $8.978,00 
5867;Male;36; $2.103,00 
4664;Male;19; $17.895,00 
5583;Male;27; $7.417,00 
5641;Male;42; $10.027,00 
4184;Male;49; $10.734,00 
5702;Male;37; $10.067,00 
5217;Male;60; $27.530,00 
5515;Male;22; $15.169,00 
4273;Male;19; $12.223,00 
5395;Male;40; $8.497,00 
4960;Male;20; $23.475,00 
3072;Male;30; $21.922,00 
3766;Male;33; $11.627,00 
4319;Male;29; $13.481,00 
5368;Male;24; $20.096,00 
5551;Male;32; $16.217,00 
4347;Male;41; $3.981,00 
3272;Male;49; $6.972,00 
4827;Male;38; $22.329,00 
3104;Male;21; $10.748,00 
4763;Male;25; $14.311,00 
4962;Male;63; $11.383,00 
5211;Male;35; $10.393,00 
4573;Male;32; $22.204,00 
4314;Male;56; $16.340,00 
3471;Male;65; $3.574,00 
4535;Male;39; $19.199,00 
5017;Male;25; $7.445,00 
4206;Male;28; $6.130,00 
3853;Male;18; $12.259,00 
4177;Male;26; $20.345,00 
3866;Male;28; $19.659,00 
3784;Male;22; $14.113,00 
4520;Male;40; $23.361,00 
5618;Male;36; $17.782,00 
3988;Male;32; $18.601,00 
4822;Male;31; $6.973,00 
4204;Male;50; $9.145,00 
3251;Male;23; $13.077,00 
5642;Male;35; $16.965,00 
4838;Male;27; $21.734,00 
5132;Male;62; $4.317,00 
4895;Male;33; $11.974,00 
5177;Male;36; $14.125,00 
3230;Male;19; $14.519,00 
4284;Male;28; $18.446,00 
3054;Male;19; $30.011,00 
3025;Male;29; $14.154,00 
3588;Male;44; $2.908,00 
5594;Male;42; $21.768,00 
3345;Male;33; $3.310,00 
4137;Male;52; $26.702,00 
4379;Male;24; $5.895,00 
5126;Male;23; $11.911,00 
5560;Male;65; $2.827,00 
3870;Male;31; $19.648,00 
3481;Male;46; $3.311,00 
3697;Male;40; $17.907,00 
5779;Male;42; $13.913,00 
5102;Male;38; $20.464,00 
3456;Male;33; $14.067,00 
3215;Male;49; $26.870,00 
4951;Male;23; $12.451,00 
3753;Male;28; $19.516,00 
5671;Male;24; $7.081,00 
4521;Male;27; $24.007,00 
5396;Male;26; $21.583,00 
5674;Male;54; $2.365,00 
3202;Male;21; $8.072,00 
4844;Male;32; $5.548,00 
5229;Male;64; $7.918,00 
4346;Male;45; $11.327,00 
5814;Male;29; $6.834,00 
3777;Male;40; $12.240,00 
4621;Male;44; $8.898,00 
5181;Male;21; $22.837,00 
5447;Male;27; $23.559,00 
3780;Male;44; $16.275,00 
3971;Male;18; $24.583,00 
3035;Male;42; $11.417,00 
25066;Male;63; $12.718,00 
25151;Male;54; $6.371,00 
26008;Male;28; $5.998,00 
24950;Male;36; $15.855,00 
25947;Male;30; $19.269,00 
26688;Male;24; $5.134,00 
26220;Male;24; $5.303,00 
26351;Male;55; $5.370,00 
25524;Male;19; $33.126,00 
24916;Male;29; $6.565,00 
24451;Male;34; $26.367,00 
26299;Male;37; $2.729,00 
25072;Male;54; $25.343,00 
24002;Male;32; $19.414,00 
25653;Male;54; $3.707,00 
25445;Male;19; $22.488,00 
24138;Male;35; $10.258,00 
26290;Male;54; $11.678,00 
25154;Male;18; $7.806,00 
25241;Male;26; $29.634,00 
24573;Male;32; $2.895,00 
26935;Male;20; $8.135,00 
26602;Male;45; $20.581,00 
25639;Male;32; $9.074,00 
26995;Male;42; $12.735,00 
25106;Male;19; $14.957,00 
26824;Male;26; $9.542,00 
32400;Male;28; $17.950,00 
31023;Male;19; $6.787,00 
30696;Male;41; $15.798,00 
32546;Male;23; $7.320,00 
30046;Male;35; $14.398,00 
30163;Male;37; $19.860,00 
31402;Male;61; $16.776,00 
7715;Male;21; $21.372,00 
6851;Male;22; $26.427,00 
6534;Male;56; $16.187,00 
7724;Male;37; $22.981,00 
6548;Male;20; $10.492,00 
6353;Male;38; $22.207,00 
8378;Male;33; $9.150,00 
8684;Male;23; $3.702,00 
8356;Male;62; $13.818,00 
7191;Male;33; $2.556,00 
7060;Male;21; $22.855,00 
6229;Male;55; $13.689,00 
6857;Male;20; $6.159,00 
7147;Male;18; $19.580,00 
8942;Male;59; $23.090,00 
6497;Male;48; $10.646,00 
8617;Male;30; $12.103,00 
7492;Male;24; $9.001,00 
7326;Male;40; $22.746,00 
7936;Male;60; $9.678,00 
7500;Male;30; $22.859,00 
6167;Male;37; $13.588,00 
6553;Male;28; $8.625,00 
6539;Male;38; $6.978,00 
7359;Male;18; $20.041,00 
6788;Male;19; $6.217,00 
7315;Male;27; $21.374,00 
8535;Male;27; $12.841,00 
7213;Male;20; $19.790,00 
8186;Male;55; $9.269,00 
6266;Male;39; $19.780,00 
7502;Male;55; $17.173,00 
7705;Male;19; $22.979,00 
7772;Male;32; $4.118,00 
8117;Male;21; $5.946,00 
8546;Male;63; $8.839,00 
7178;Male;23; $8.279,00 
7789;Male;37; $9.617,00 
8757;Male;47; $18.320,00 
8367;Male;26; $22.110,00 
6664;Male;54; $9.735,00 
7624;Male;42; $4.606,00 
7076;Male;21; $9.699,00 
7821;Male;47; $23.569,00 
8755;Male;39; $24.760,00 
6431;Male;31; $20.130,00 
7522;Male;34; $13.430,00 
7674;Male;38; $3.326,00 
7935;Male;20; $2.952,00 
7124;Male;29; $15.866,00 
7474;Male;20; $23.393,00 
6107;Male;49; $24.472,00 
8968;Male;46; $11.668,00 
7552;Male;33; $3.370,00 
8507;Male;58; $14.900,00 
7335;Male;28; $10.290,00 
7819;Male;18; $2.429,00 
7877;Male;27; $34.889,00 
7176;Male;38; $14.241,00 
6148;Male;57; $19.381,00 
7871;Male;37; $23.543,00 
8405;Male;31; $16.038,00 
7439;Male;23; $2.173,00 
7452;Male;23; $29.672,00 
7986;Male;31; $2.310,00 
7031;Male;18; $21.760,00 
8770;Male;32; $5.948,00 
6801;Male;29; $4.109,00 
8946;Male;40; $17.996,00 
8165;Male;24; $4.135,00 
6977;Male;19; $23.695,00 
6377;Male;25; $20.552,00 
8435;Male;34; $20.623,00 
7398;Male;63; $15.725,00 
7975;Male;18; $12.282,00 
7156;Male;38; $4.983,00 
7931;Male;22; $18.836,00 
6832;Male;61; $22.804,00 
8293;Male;20; $15.739,00 
8454;Male;20; $14.766,00 
8042;Male;32; $18.995,00 
6363;Male;22; $4.276,00 
6004;Male;47; $17.861,00 
7835;Male;52; $12.609,00 
7976;Male;30; $20.847,00 
6588;Male;21; $21.108,00 
7538;Male;64; $11.203,00 
7777;Male;56; $9.132,00 
7639;Male;23; $19.825,00 
6624;Male;37; $8.794,00 
7645;Male;65; $14.715,00 
7333;Male;36; $19.778,00 
7073;Male;26; $13.150,00 
8839;Male;39; $22.107,00 
8867;Male;19; $19.168,00 
7017;Male;41; $20.204,00 
6914;Male;30; $11.120,00 
8936;Male;25; $22.555,00 
8908;Male;44; $11.925,00 
7564;Male;36; $17.472,00 
6572;Male;37; $2.407,00 
7904;Male;33; $20.086,00 
7233;Male;50; $9.174,00 
8694;Male;44; $2.158,00 
8571;Male;24; $18.581,00 
6952;Male;27; $18.063,00 
9841;Male;52; $23.814,00 
11656;Male;49; $20.988,00 
9198;Male;44; $18.094,00 
10454;Male;39; $13.257,00 
9665;Male;40; $11.309,00 
54825;Male;28; $6.216,00 
54218;Male;49; $14.640,00 
2407;Male;32; $19.435,00 
695;Male;20; $7.759,00 
2735;Male;33; $12.911,00 
2769;Male;28; $4.257,00 
1960;Male;24; $4.236,00 
2153;Male;18; $8.193,00 
1946;Male;24; $10.602,00 
741;Male;35; $17.486,00 
1604;Male;32; $3.648,00 
2543;Male;18; $3.113,00 
246;Male;26; $25.731,00 
901;Male;36; $20.574,00 
1111;Male;42; $9.719,00 
2302;Male;65; $24.340,00 
1380;Male;18; $10.599,00 
2876;Male;30; $5.162,00 
1628;Male;26; $5.460,00 
818;Male;18; $8.653,00 
2578;Male;28; $29.241,00 
1797;Male;24; $12.592,00 
2814;Male;64; $22.395,00 
1829;Male;22; $30.621,00 
726;Male;36; $20.617,00 
2933;Male;32; $14.090,00 
1249;Male;18; $7.027,00 
1201;Male;29; $23.462,00 
2519;Male;52; $5.107,00 
2672;Male;27; $3.502,00 
1865;Male;32; $8.060,00 
1179;Male;45; $16.798,00 
1566;Male;20; $30.276,00 
1022;Male;20; $22.359,00 
2491;Male;19; $11.188,00 
486;Male;21; $14.416,00 
469;Male;58; $18.203,00 
1555;Male;19; $3.764,00 
2964;Male;24; $13.846,00 
816;Male;25; $22.209,00 
1048;Male;32; $21.837,00 
2819;Male;35; $24.734,00 
455;Male;44; $2.514,00 
919;Male;21; $5.334,00 
957;Male;61; $4.347,00 
2203;Male;40; $6.477,00 
9;Male;32; $21.212,00 
1066;Male;22; $19.150,00 
2541;Male;22; $17.890,00 
1981;Male;30; $19.349,00 
951;Male;27; $15.699,00 
2609;Male;31; $31.091,00 
2265;Male;33; $24.868,00 
2760;Male;21; $4.399,00 
2404;Male;38; $5.326,00 
857;Male;22; $11.438,00 
838;Male;32; $16.766,00 
1859;Male;31; $16.502,00 
2192;Male;33; $6.131,00 
1250;Male;64; $17.883,00 
268;Male;31; $3.273,00 
364;Male;22; $14.673,00 
1233;Male;31; $16.514,00 
804;Male;24; $7.333,00 
1405;Male;64; $12.353,00 
2911;Male;57; $13.404,00 
1301;Male;65; $6.135,00 
376;Male;21; $6.788,00 
2238;Male;30; $9.460,00 
475;Male;36; $9.959,00 
2545;Male;37; $19.803,00 
997;Male;26; $20.830,00 
2171;Male;31; $13.937,00 
912;Male;36; $8.737,00 
112;Male;33; $19.344,00 
2757;Male;25; $31.030,00 
2829;Male;46; $3.161,00 
105;Male;31; $16.003,00 
2595;Male;21; $10.439,00 
2222;Male;22; $11.081,00 
1922;Male;33; $2.897,00 
849;Male;65; $18.577,00 
2794;Male;59; $5.342,00 
2605;Male;26; $30.483,00 
1698;Male;23; $22.120,00 
1482;Male;20; $12.328,00 
1600;Male;35; $20.019,00 
2671;Male;48; $20.884,00 
1934;Male;31; $17.820,00 
683;Male;53; $31.517,00 
1774;Male;35; $30.994,00 
732;Male;48; $8.214,00 
330;Male;58; $18.152,00 
718;Male;53; $17.902,00 
2207;Male;39; $17.491,00 
1330;Male;29; $15.828,00 
2001;Male;35; $8.512,00 
1995;Male;24; $17.978,00 
1073;Male;21; $20.197,00 
639;Male;20; $17.060,00 
2041;Male;37; $34.732,00 
783;Male;62; $21.851,00 
2487;Male;26; $15.352,00 
